Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006174
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006184
Estatus no definido@0@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006218
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8010085
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006257
No se distribuye@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@4011416
Estatus no definido@0@En deterioro@20@En deterioro@20@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006269
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006290
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006305
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@4013700
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@4013701
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006355
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006402
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006531
No se distribuye@0@No se distribuye@0@No se distribuye@0@En deterioro@20@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@4010288
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8019376
No se distribuye@0@No se distribuye@0@No se distribuye@0@En deterioro@20@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@4010274
No se distribuye@0@No se distribuye@0@No se distribuye@0@En deterioro@20@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@4010275
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@4010259
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006543
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006568
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006624
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@4013551
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006667
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006704
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006705
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@1001016
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006706
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006707
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@1001005
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006708
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@1001007
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@1001014
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006715
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006717
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006718
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006746
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006901
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006904
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006910
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006915
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006951
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8020107
En deterioro@20@No se distribuye@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@1000835
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006991
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@4002442
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005828
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005831
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005833
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005834
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005835
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005838
No se distribuye@0@No se distribuye@0@No se distribuye@0@En deterioro@20@En deterioro@20@En deterioro@20@8005845
Máximo aprovechamiento permisible@5@Estatus no definido@0@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@8005851
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005858
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005859
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005860
Máximo aprovechamiento permisible@5@Estatus no definido@0@Máximo aprovechamiento permisible@5@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005885
Máximo aprovechamiento permisible@5@Estatus no definido@0@Máximo aprovechamiento permisible@5@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005886
Máximo aprovechamiento permisible@5@Estatus no definido@0@Máximo aprovechamiento permisible@5@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005887
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005889
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005894
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005922
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8009944
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005924
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005927
Máximo aprovechamiento permisible@5@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8005937
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8008569
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005946
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8019371
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005989
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005995
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8005996
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8009226
No se distribuye@0@No se distribuye@0@No se distribuye@0@Máximo aprovechamiento permisible@5@Estatus no definido@0@Estatus no definido@0@8008535
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007106
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007139
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007213
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007221
Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006057
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006064
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Máximo aprovechamiento permisible@5@Estatus no definido@0@8006074
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007312
Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@Estatus no definido@0@En deterioro@20@En deterioro@20@En deterioro@20@8006666
Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006077
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006079
Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006081
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006082
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007314
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007323
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006135
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006136
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007343
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006154
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006155
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007344
Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007403
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006173
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007519
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006183
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8007521
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006185
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006186
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006188
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006190
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006191
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8007548
No se distribuye@0@No se distribuye@0@No se distribuye@0@Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@8006207
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006208
Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@Máximo aprovechamiento permisible@5@No se distribuye@0@No se distribuye@0@No se distribuye@0@8006209
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007550
Estatus no definido@0@Estatus no definido@0@Estatus no definido@0@No se distribuye@0@No se distribuye@0@No se distribuye@0@8007582
